,tweet
370,im so tired of being depressed 24/7 and i know some day i wont feel like this but its so tiring and requires so much dedication to just function i hate it can i please just be like everyone else i literally have no friends and im !!! anyways just was thinking about that lol
371,Tw // angst lol  Anyways i depressed af again and i wish i was never alive. Please kill me thank you
372,now that christmas is over i can stop being fake and go back to being depressed 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼
373,I’m not going to miss being pregnant at all. I’m literally depressed all the time with the way I look and how my face is getting fat and it just spikes my depression and anxiety.
374,sometimes I don’t know if I’m depressed or disgustingly selfish
375,ok so now im depressed
376,Depressed ..
377,I’m not lazy I’m just depressed
378,"i’m depressed as fuck and living my best life at the same time, don’t even ask"
379,depressed af
380,If I wasn't depressed enough about work tomorrow them cunts go and play like that.
381,"Bored, lonely and depressed! What a combo"
382,Basically too depressed to do shit.
383,depressed &amp; left by myself lol
384,"Right I’ve had enough, many of my friends are celebrating Christmas abroad and I’m sitting here depressed about how much weight I’ve gained over the holidays. I wanna be sunning it up on a beach with cocktails or sitting on a rooftop bar in Manhattan listening to Jazz. Over n out"
385,Been depressed and lonely these past few days  https://t.co/453S5XUSXL
386,I’m depressed as fuck that I’ve been spending my break in bed alone because of my endometriosis kicking my ass. -WACK-
387,Depressed.
388,I swear I’m sick and tired of being in this depression. I really can’t take it anymore. I’m not going into 2019 if I stay in this depressed place!
389,@artroan_ Fair I am depressed
390,Depressed.
391,clinically depressed
392,"I'm not suicidal, I'm just having a bad day. Does anyone know a good texting support based service? I'm not doing ok and I don't want my family to overhear anything."
393,ps not suicidal just want a break from my brain and the nightmares ive been having
394,The panic attack I am having over feeling suicidal is making me feel more suicidal.   I’m going to be ok because too many people need me but this fucking hurt and I hate it.
395,"I've been through a lot of mental torture this week.Since last night I have developed cold-like symptoms, which make me feel shitty physically as well as mentally. My toe is broken. I am suicidal. And other excuses for why I just deleted the piece of shit I've spent 3hrs painting"
396,I'm not suicidal I don't wanna fucking die I just wanna be able to close my eyes and feel alright
397,Sad music &amp; suicidal thoughts it is lesssssget it   OBlock Bang Bang
398,aye no suicidal shit but i can’t wait to fucking die lol
399,Been suicidal af and it sucks 🤧but trying to stay strong everyday.
400,are suicidal thoughts from time to time normal?
401,going ✈️ suicidal
402,why am i still talking to her this is making me suicidal
403,"Literally don't know why I come back home to my parents all they do is cause arguments and are so degrading and belittling and don't do anything to get better. They are probably 70% Of the reason I am suicidal, have depression anxiety and every else wrong with me"
404,"Feeling super, super suicidal"
405,I told my family this year that college causes enough stress to make me wanna commit suicide but I’m not suicidal &amp; they all looked at me like I was insane &amp; told me to be quiet. Black families really think bc you have no kids &amp; little to no bills that life is easy &amp; stress free  https://t.co/ZV5zAXorrQ
406,I get this is going to make a lot of people scream at me. But recently I've been really suicidal and I can't seem to find any reason left to live. I'm just saying this because (to put as easy as this can get) this might be my last tweet. I'm sorry but I've tried. Nothing's worked
407,I really honestly just want to get better instead of anytime I receive a text message that doesn't sound like it's in a good tone I get a wave of suicidal thoughts and start making myself emotionally unavailable
408,I wanna trip /: n not lay in bed suicidal lmfao
409,"no suicidal shit, but i’d rather be dead 🙂"
410,And I'm suicidal again
411,Borderline suicidal
412,"Whenever suicidal thoughts creeps in my head I think of my mom, she doesn't deserve that."
413,not to be suicidal but i want to die
414,@NineCardTrick I'm suicidal. Send help
415,"I am emotionally drained, I tho talking about stuff would make me feel better but I felt numb the entire session, and then suicidal right after it was over"
416,"I ain't even gonna lie I, m sometimes suicidal  But if I ever go through with it amazing go out with a bang and with style"
417,I know there are no strategies that will help me deal. I need to find medicine that works. I am legitimately suicidal when I’m not experiencing a depressive episode at this point. Feels like nothing will ever help. Shit.
418,I’d like to stop having suicidal thoughts in 2019.
419,"Me, a person who lives with diagnosed anxiety and depression, and has a history of expressing suicidal ideation, being told by a whisper in the wind that if I look outside, I’ll receive free Beyoncé tickets. #BirdBox  https://t.co/BNaT8Z3suu"
420,i don't get high just for the fuck of it. when i was 17 i was diagnosed with one of the highest levels of bipolar disorder &amp; depression. i cannot find medication that keeps me level without it giving me suicidal thoughts. so I GET HIGH TO STAY LEVELED OUT AND SANE! so STFU!
421,Will I Be Committed to a Mental Hospital if I Tell a Therapist about my Suicidal Thoughts?  https://t.co/4DtlV8sSmk
422,How tf can I have so suicidal thoughts when I have my parents in front of me .i hate you girl
423,I feel I could write a thread on: Being raped  Being slut shamed  Being abused by a partner  Being stalked  Being suicidal  But they are all intertwined.
424,"not that i’m suicidal, but im genuinely so fucking tired of being alive"
425,"Me: I’m a bad bitch, you can’t kill me!  My depression/suicidal tendencies:  https://t.co/7uzaTDusJ5"
426,TW// SI  wow i love getting suicidal while working and my therapist is off for crisis calls/texts until tomorrow  https://t.co/8F8bl8I3M5
427,suicidal thoughts running in my brain
428,feeling suicidal might start painting again
429,feeling suicidal in this chili's tonight
430,me trying to go outside and interact with society even though my suicidal ideation is coming back  https://t.co/cZAPqsmB3c
431,omzzz suicidal thoughts ehe
432,I have decided I am very suicidal tonight
433,I am such a disgusting person I fucking hate myself it’s no fucking use feeling suicidal I need to just get it over with
434,Idk if i hv suicidal thoughts or not. But i dont think my life has meanings anymore. I tried to fill the void by having… — Take a break. From everything. Go on a short holiday. You can go alone. Go somewhere that can give you complete calmnes…  https://t.co/PrstjZuAbK
435,"goddammit, I'm so fucking suicidal"
436,2018  to me My friendship ruined.  I have to so much things with single mind.  Deal with a lot of people.  Get over with my suicidal thought (4 times to the date) and free from Panic Attack. Last but not least. I got anugerah pengarah.
437,feeling extremely suicidal ugh
438,"am proper sick of feelin depressed and suicidal this holiday period, to death bro"
439,I feel suicidal
440,Damn that’s crazy. PMS makes me suicidal.
441,"I'm not suicidal. Can't take my own life. But this thing I'm feeling, I don't understand. There's just plain emptiness. I feel dead."
442,some songs wake up my inner suicidal self
443,My suicidal thoughts are starting to pile up on me and a friend dropped the word on me that we owe him money and it's got me twisted in knots.....
444,"As a high functioning suicidal person, donating blood is more making sense than cutting. Or shaving ur neck till it bleed. ((Indeed))  https://t.co/EueAEM259N"
445,Feeling suicidal
446,that kind of music save me from my suicidal thoughts. so please don't dare to judge what i listen you don't know the story
447,no suicidal type shit but i wish i was dead right now
448,12am: suicidal thoughts comim' yeah  https://t.co/W9FA5EPR3i
449,It's lovely how I get suicidal in no time just like that
450,im trapped in a life full of sadness and suicidal thoughts.
451,phew almost two months clean from self harm? no wonder ive been more suicidal than ever
452,"hi, i’m suicidal"
453,"I went home cuz school is making me depressed and suicidal. Oh guess what, being at home has the same impact like school. Where can I find a neutral environment!?"
454,oh my fucking god i'm feeling suicidal at work
455,"I hide my mental illnesses, my suicidal thoughts and my self harming behaviours since 11 years. Since I am 7 years old. NO one of my family noticed it.   lol."
456,"murder, murder, on my mind, suicidal all the time"
457,Also me being suicidal:
458,"How to get rid of my suicidal thought,i’m scared it’s gonna win me"
459,im havinf a mental breakdown and im suicidal and this is what im seeing  https://t.co/s3LDWMc4lS
460,And I am suicidal.  https://t.co/1iaoruNUJ1
461,Suicidal for life 😎  https://t.co/7rkTRJrgVJ
462,sometimes i forget that not everyone is suicidal. i wonder what that feels like
463,tired of these feelings. suicidal thoughts driving me crazy.
464,I don't know if I could say I survived my suicidal thoughts this year. I had two attempts and I was very lucky to have recovered. But I did learn something...I learned I can have suicidal thoughts and delve into them without fully surrendering to them and that will stay with me
465,"I was told this game brainwashes you into wanting to survive… But here I am, still suicidal."
466,Woke up and feeling suicidal
467,***depressive and suicidal thoughts intensifies**
468,"Suicidal thoughts haunt my mind, I can’t sleep."
469,suicidal thoughts iz freakin' crazyyy!!!!!
470,Suicidal thoughts
471,Suicidal thoughts //
472,Wow so this is how it feels to be suicidal
473,No suicidal shit but ion want this life anymore
474,@TY1ERXX lmaoooo you okay son ? u seem suicidal😂
475,I'm having some suicidal thoughts today. Please cheer me up
476,being suicidal is sooo fucking fun lmao :)))))
477,suicidal thoughts
478,Nothing suicidal but I really don’t want be here anymore.
479,No suicidal shit but fuck everything
480,I just went through my Facebook and feel legitimately suicidal....
481,Suicidal
482,"I'm not suicidal, I don't wanna fucking die. I just wanna be able to close my eyes and feel alright. But everyday I feel like dying."
483,teehee im like.. suicidal
484,I’m very    very      very        very         very          very        very      very     very   very  very   very   very     very     very        very         very        very       very     very   very  very   very      very       very      very Depressed &amp; Suicidal rn—
485,You ever so tired you're suicidal bc same
486,"Feeling super, super, suicidal"
487,@gachoboy Suicidal ones
488,@beauty_mancue Suicidal thoughts are dangerous please don't peddle these messages please don't kill yourself because of someone
489,@JosephRudinsky I'm alone &amp; suicidal 😭😭😭😭😭😭1st xmas without my dad &amp; my boyfriend &amp; I got in another HUGE FIGHT 😭😭😭😭
490,Go to bed suicidal wake up suicidal
491,"911, yes I’m suicidal please send help"
492,She will never love me as a son or recognize me as one. And people wonder why I am suicidal
493,live footage of my suicidal ass going back to sleep after a earthquake knowing there's a real chance i could never wake up again  https://t.co/pFpKTsdnH8
494,/!\ Suicidal thoughts /!\
495,It's Christmas yet I'm still Suicidal. ☺️
496,I rlly rlly just want my suicidal thoughts to go away pls
497,hehe ! me ? suicidal ? who knew ?!
498,"Apparently, my pattern of feeling suicidal and almost reaching out, but then changing my mind at the last moment, ignoring my problems, and just smoking myself stupid isn’t getting me anywhere."
499,Depression sucks. Being suicidal sucks worse.
500,"feeling super, super suicidal"
501,wonder why i’m suicidal all the time
502,Extremely suicidal lmao
503,taking all these drugs i feel suicidal
504,been suicidal for a while yay
505,feeling super suicidal
506,"Merry Christmas everyone, I have suicidal thoughts."
507,"No suicidal shit but I deadass wouldn’t mind not waking up tomorrow, life sucks and I have nothing and no one 😁"
508,Depression is back again and it is worse than the last time. The loss of my granddad just made me take a thousand step back. Suicidal thoughts started to haunt me and i don’t think i can fight it anymore. I am just too tired.
509,work making me more suicidal than usual today 🤔
510,is it normal to be suicidal on christmas cause ho ho ho kids
511,"I can’t bring up my suicidal thoughts cause my mom will call the police again or they’ll tell me to pray or go to church. I believe in god, but that’s not the only thing that helps. Therapy was helping me ALOT!"
512,Feeling lonely so what should I do no one wants me lmao
513,Feeling lonely asf ugh
514,Feeling so damn lonely all the time
515,Im feeling terribly lonely today ugh
516,Fed up feeling so bloody lonely 😪
517,feeling lonely
518,i hate feeling lonely :((
519,feeling sad &amp; lonely :/
520,Lol I'm feeling lonely today
521,Feeling lonely af right now
522,Feeling very hopeless and lonely :-)
523,Woke up feeling lonely what it do
524,Feeling so lonely. And i don't like that.
525,I’m feeling really lonely
526,Feeling extra lonely these dayss
527,why am I feeling so lonely?
528,Wtf why am I feeling so sad and lonely suddenly?
529,Feeling lonely today and empty
530,I'm feeling lonely
531,Im so so tired of feeling this lonely at the end of every day and it makes me feel even worse bc I don’t want to ever be a burden to anyone. I don’t know how or if im ever going to get over this it hurts way too much
532,I’m feeling lonely than ever...
533,I feel so lonely all the time. And that makes me feel angry. I hate feeling angry or I start to hate myself. And when I start to hate myself I start to push people away. and when I push people away I feel lonely. So it turns into a beautiful cycle.
534,Feeling lonely
535,Feeling lonely
536,I’ve been feeling so lonely lately
537,Feeling extra lonely these days.
538,im feeling so lonely
539,Feeling hella lonely 😰
540,hmm feeling lonely
541,Feeling extra lonely these days
542,Feeling lonely
543,feeling v v lonely rn
544,back to feeling so lonely and sad. goodbye.
545,im tired of feeling lonely all the time
546,Feeling so lonely
547,"feeling low, feeling lonely"
548,Feeling extra lonely these days..
549,feeling lonely
550,feeling really lonely rn shit
551,feeling lonely as shit.
552,feeling lonely
553,Really feeling lonely
554,Feeling so lonely &amp; sad
555,Feeling very lonely lol #shock #whatsnew
556,Feeling lonely :(
557,I’ve been feeling lonely lately.
558,feeling sick and lonely
559,"Ah, there's that hopelessly lonely feeling I thought was gone"
560,Feeling so fucking lonely
561,Tired of feeling lonely 🙄
562,I feel so helpless 💔
563,Feel so helpless and defeated.
564,Helpless
565,i'm a helpless monster
566,I feel so helpless and I truly hate it
567,"If Im helpless, tell me now."
568,Feeling so helpless
569,I feel so helpless 😢
570,I’m so tired of feeling this way. I feel so helpless..
571,Feeling helpless is the worst feeling in the world
572,I am helpless.
573,im helpless
574,Feel so helpless
575,Helpless.
576,Helpless..
577,helpless~
578,im so fucking trapped and helpless I don't know what to do
579,I know there's something wrong but I'm helpless
580,Never felt so helpless
581,Killing me
582,Hate feeling helpless shit is annoying as fuck
583,not sure why but i feel so anxious today
584,V anxious and v sad
585,im anxious afffffffffffffffffffffff
586,"I am afraid to talk about my feelings because I know it will make the people around me angry or worried. So despite feeling anxious 95% of the time, I never talk about it. I worry I'll get worse over time and no one will ever know why."
587,oh my gOf im so anxious rn that’sss cute
588,why do I feel so anxious
589,woke up anxious af it’s dark out
590,Sitting here fucking anxious 😂
591,"i'm so anxious, I just want to feel better, talk, cry or whatever...I get no joy out of feeling this way, if I could just flip a switch and feel good and positive, I would do it in a heartbeat..."
592,anxious.
593,i’m so anxious it sucks
594,i'm socially inept and anxious on the internet even
595,@BeholdIsrael Trying not to be anxious.
596,I get anxious over stupid shit
597,idk why but im really anxious rn help
598,why do I have to be so anxious today
599,why am i anxious again lol
600,I am sad and anxious this evening.
601,"I’m so anxious right now (about what, I don’t even know!) that I want to cry 😭"
602,why do i feel so anxious today :( i can't focus on anything don't wanna do anything :(
603,I am off for an entire week and cant relax. Why am I so anxious?
604,Feeling so anxious you’re sick to your stomach is not a great feeling. Do not recommend
605,im so anxious and fat and ugly and lonely and dumb
606,I’m so anxious I feel like I’m gonna pass out
607,Im really anxious rn
608,IM SO ANXIOUS
609,im really AnXiOuS
610,anxious as hell today for no reason hehhee mental illness 🥰
611,I’m so anxious rn I feel like shit
612,feel v weird and anxious
613,i wanna fight but im anxious + emotional ;(
614,"I don’t understand myself??? I don’t like being lonely it makes me sad but being around people makes me anxious, uncomfortable and overwhelmed?? Wtf is this? What am I supposed to do??"
615,i am so anxious lately that i could honestly rip every strand of hair out of my head and not even feel it
616,I am so anxious I want to die
617,@luisgp51 i’m getting very anxious AAAAAAAAAAAAAAAA
618,I'm so anxious and stressed out thatI'm starting to break out into hives again all over my body this is not fun when you have to spend 5 hours on a plane
619,Anxious 😫
620,Feel so anxious
621,Soooo anxious
622,Woke up anxious 😒
623,i woke up anxious as fuck today so that’s fun
624,u know when u can’t breathe cuz ur hella anxious
625,Be still my anxious heart 💔
626,I have turned back into an anxious mess 🙃
627,i feel so anxious
628,I’ve never been so anxious in my life
629,reading things about ptsd and getting anxious bc you can relate to that lol i really need some professional help in 2019
630,I’m so anxious FUCK
631,i'm! anxious!
632,so anxious rn
633,feeling anxious again 🥳🥳🥳
634,i feel so fucking anxious i just had to escape to my room
635,Could cry am that anxious
636,Too anxious to do anything at the moment. Need to get tomorrow over and done with. To see what the consequences of my fuck up are.
637,So fed up of feeling sad and anxious all the time. 😣
638,I am anxious. Kill me.
639,oh today is not a good day im feeling anxious as fuck im gonna snap
640,I’m literally so anxious I’m going to be sick. It’s been going on 4 days and no relief
641,anxious feeling . once again .
642,So why do I feel anxious
643,Feel anxious and worried
644,So I’m really anxious already
645,Idk why I woke up so anxious today 😭
646,i canr even tell anyone why im so anxious bc they wouldnt a understand and i cant bother anyone with it bc my god its too much
647,being anxious sucks
648,I am always anxious
649,I wake up anxious af
650,
651,also can i just say i never believed in being inherently lucky because I’m a sagittarius but i really am? lol? And i always think im gna jinx it but that’s not how it works I’m just divine and blessed. but also depressed which doesn’t help
652,"modern loneliness, never alone but always depressed, yea."
653,@_CourtneySnow_ @fatbaldguyracin Yea... thanks for the reminder: it’s almost the three year anniversary of loosing my home and two horses to the Lilac Fire... can’t imagine why I’m so depressed
654,"so when i tell you, i’ve been super busy lately.. i mean i’ve been falling asleep on the couch to avoid being on the empty side of my bed because my depress always drag me down to my bed"
655,@gothicvamp18881   I wake up...alone. Spend time before work...alone. Work with people but feel...alone. Come home to an empty house. Spend time before bed ..alone. Sleep...alone.  I wonder why I'm depressed?
656,Where is the life alert for depression.. likeeeee ??? “help! I’m depressed and can’t get out of bed!”
657,yeah i’m depressed      D epressed  fe E ling really bad       P oopie       R eally fucking apathetic ev E n worse       S ad       S earching for a will to live       E vil       D ead inside
658,"Admittingly, a few weeks ago, I was depressed (with daily crippling anxiety). I had to veer off socmed for a while. My anxiety was so bad that I had to have an app to remind me to breathe."
659,@OfficialPLT I’m too depressed to make something like this but notice me please love you bae 🥺
660,"@JJThfc So true, no banter, no response, just depressed!"
661,Guys i feel depressed ... what should i do ?
662,"I understand we are a pandemic and I am beyond blessed to have a job I can do from home, but good lord I got a masters degree to work customer service and live in my childhood bedroom? No wonder I’m depressed. Aside from the pandemic. And my depression and anxiety disorder."
663,U DONT UNDERSTAND HOW BADLY I NEED TO MOVE TO NEW YORK CITY IM DEPRESSED ITS THE ONLY WAY I STAND A CHANCE TO MEET JUSTIN
664,its my birthday and im depressed
665,God it’s snowing. I’m actually so depressed. It’s not the 1st of december here but it is in korea which makes it worse for me.
666,When everything is telling you to be patient but you’re impatient and depressed so every day goes by super slowly and causes your anxiety to sky rocket.
667,Depressed again
668,idk why some of the people i knew irl who follow me still follow me without liking any of my tweets tbh like hello yes it’s me i am still depressed like ik you see my shit on ur tl
669,depressed but im still hot
670,loser and depressed
671,What kind of sick freak isn’t horribly depressed during the holidays
672,Every day i become more and more depressed
673,My job is the reason I'm depressed 🙃🙃🙃🙃🙃🙃🙃
674,"@indyfromspace So I'm not just unemployed, broke, autistic, BPD and depressed, I'm also a typical useless man? Tch! If only I'd had the foresight to have been born to nice normal parents with lots of money. Oh well, better luck next time."
675,"Depressed, as I do everyday."
676,This morning I was depressed wondering if I could get through another day but seeing what @OfficialPLT @UmarKamani is doing I’m a winner already they’ve really cheered me up just seeing their kindness 🥰 #PLTPINKMONDAY
677,@rudebutginger we’re just depressed amirite
678,"And on today's episode of ""why don't I get out of bed?"" Am I depressed or just lazy?  The world may never know"
679,@Face11118888 I would be a depressed lost soul without it
680,"I maybe a depressed, mentally ill, traumatised piece of shit but at least I've never posted a picture of me holding someone's hand with petit sunset biscuit or whatever playing in the background..  and I live by that shit"
681,"idk what it is but lately I’ve been feeling super down, stressed, depressed. everytime I look at myself I cry"
682,feeling oddly depressed today &amp; theo just crawled into bed &amp; starts kissing my face. he knows.
683,I’m depressed but also in a good energetic mood. Is this... alchemy? 🧐☯️
684,Mom wakes up bc she works from home and I wake up whenever bc I'm depressed
685,the pooh pathology test diagnosed me as a depressed autist
686,I’m so open about my advocacy on mental health but sometimes I forget that IM DEPRESSED. As fuck. Like I’m so sad and tired.
687,being depressed gay
688,Im legitimately so fucking depressed that I will NEVER get to own togami perfume all I was is to smell him
689,it ain’t tht bad but fuck I feel like I’m wasting my life being depressed
690,Being too depressed to even read comics is both the weirdest and most frustrating experience that could have happened to someone like me. And it happens way too often.  https://t.co/f4ftT5uKXg
691,"Guys idk why i've been depressed for quiet a while now but I'm quiet happy today idk why maybe cuz i will eat ice cream now anyways have a good day,afternoon,night wherever you are right now❤️✌🏼😌"
692,"I have no idea what is going on with me, but I feel as depressed as possible"
693,I think today I might be close at a breaking point. I been praying for hopes but idk if I’ll be grant or given my wishes. Truly depress right now.
694,"Not to be mopey, but I am demotivated and depressed and I'm fed up w it"
695,its me being depressed and not eating all week
696,@PaulThomas1992 It's kinda the reason I wanna be an artist. Also the kiss scene with bubbline made me realize that I'm gay. And whenever I feel anxious or depressed I like to watch AT to help me feel better. It's helped me a lot in many ways
697,but anyways ayyy i’m depressed so no one getting shit out of me
698,@Only_1_Jet I shut off social media after awhile. I'm depressed 😞
699,@cosmicIoki i am depressed and cba to make different food leave me alone 😔😔
700,so depressed im listining to nf
701,@daemuI @mungojerries I’m depressed and lazy so my shower floor is usually kinda gross in specific areas so I wouldn’t want to anyway &lt;3
702,"@kast283 Have you seen Kevin Loves interviews before Lebron left Cleveland? He was severely depressed.. and real hoopers know it's Lebrons calls.. jus like he did wit IT on Cleveland.. he brung all those dudes there, won, then left and fucked up they contracts 😭"
703,"Getting ready for my 4th Tailored Therapy session with an 11yr old in Germany. Last week she told me that everything she was worried &amp; depressed about before sessions, she isn't any more. She said ""I think you need to go through different stages so you can move forward.""  https://t.co/NmHQQU5hpI"
704,i’m literally so depressed i can’t take this anymore
705,"young, dumb, and depressed"
706,"@wholesomemo Man, I was almost feeling good, guess i gotta be horny adnd depressed again"
707,@Weenee_x You want me to be depressed abi🥺
708,WHY AM I ALWAYS ON TWITTER WHEN IM DEPRESSED
709,sent my sis messages on twitter about wanting to die and being depressed but i regret it so much and she hasn’t seen them but i can’t delete them since then she’ll see i sent something and deleted it
710,@Kidmoth_BW He got depressed 😭😭😭
711,My parents are so depressed it puts me into a depression every time I talk with them. There’s only so much positivity you can shit out before there’s none left
712,"I’m not sure if I’m depressed. I mean I’m not sad. But I’m not exactly happy either. I can laugh, joke and smile during the day. But sometimes when I’m alone at night I forget how I feel."
713,@VCT_Priest @Icey3x2 @IanS_Louch @Athena That’s Normal but the fact that there’s like a five year gap between our starting point and we’re nearly the same rank makes me depressed
714,im depressed
715,"im sorry if I didn’t follow you back it might be cuz you have a sh trigger on you bio and my depressed ass can’t handle pics of sh cuz it’s really hard to me stay away from it, im really sorry and I hope y’all get better 💖"
716,Ive never been this depressed in my life. Everything always hits at once. I have only told one person what I’m actually going through. Bc I’m guarded. Idk if I’m going to make it through this year
717,@hc_happiness @oye_student Same happening with me...we students are depressed by this
718,every year i forget seasonal depression obliterates my ass yearly and every year im surprised when im depressed seasonally
719,Today I’m feeling happy and full of love but that does NOT mean I’m getting anything done at work. No. When it comes to work I am still depressed and easily distracted by my phone. Hence why I’m tweeting when I should be answering emails.
720,"Working at Amazon has made me so depressed, I hate it here :("
721,Swear I need to snap the fuck out of it! I worked to fucking hard on me to be all sad and depressed about anything.
722,I need to shake this bitch ass depressed mood.
723,Man depress for no fahking reason
724,@kiththejimi All I've become is depressed and emotionally constipated
725,depressed too
726,"I don’t mean confusion in a cute quirky way, this was i thought i lost my mind because i was really depressed and weird and extra miserable and having a hard time leading up to this so i just assumed i finally just lost it."
727,@chrissyteigen I was shamed so much for not being able to keep up with my first.  It seriously depressed me when I tried so hard for the second &amp; it didn’t work out either.  Like I failed nature &amp; my kid.  it’s the nurses in the room w you that make you feel the worst after just having a baby.
728,every time i see shit like this it makes me so sad bc it makes me remember that society has set me up to be burnt out and depressed and it doesn’t get better
729,Tw //   Depression I have been feeling depressed since my grandad died and I’m to scared to tell anyone about it and I pretend that I’m ok when I’m not so if you know someone who is depressed please check up on them
730,i’m so depressed even my stardew valley character is sleeping entire months away because no activities appeal to me 😭😭
731,So sad and depressed.... No one knows cause I push my emotions down... But it's is eating me up.. Lol.
732,omg im so depressed about everytbing i want no corona back so i can be depressed about less things
733,"@alder_harding I did not apprehend everyone pronounce the fact that I am going to bed by replying with ""Goodnight,"" and I am depressed."
734,Depressed asf tonight... my @yungblud order got cancelled because my card expired.. (used a card that would have expired after the original release date) and now the items aren't on the store anymore 😭😭😭😭😭😭
735,"@shaindelr Broken and depressed is what I feel when I think about actual winters. My kids (both native Floridians) are begging me to see snow, and I'm like, ""It's not great. I promise you."" I think I hate being cold more than any single thing on earth."
736,before y’all slam me for using the word depression i am actually clinically depressed so i can say that anytime  https://t.co/phYOg7JYLy
737,"In fact, am depressed"
738,"the worst part is, this could possibly make me insanely depressed, suicidal AND i also have to get checked while i’m on it to make sure i don’t get blood clots....."
739,@m1sxry barely man i be too depressed
740,@Ever_But_Never been too depressed this month
741,I’m confused and depress fr
742,"Not to mention, ppl like me cant relate at all coz we aint sunshine ✋ pls women can be sad too, women can be depressed too and they have their own problems to take care of 😭 not all women are cheerful and bright smh"
743,Gotta love coming out of the shower feeling depressed after letting my mind wander for the umpteenth time. Existential dread is fun
744,ayo who's depressed and horny rn
745,@Endlessly_Numb Also because I’m depressed but no okay listen he makes me happy
746,"@chidinmaekile I have become  unproductive being.  I'm  depressed, having a handwork but staying iddle is quite disastrous. I Nid Money 2 Buy Shoe Makin Machine. Vry Important. A Hardwork I &amp; Many feeds Frm  Life Of A Jobless Graduate Quite egregious #LeonardobySujimoto pls help😭😭😭"
747,THATS IT IM GOING BACK TO THE GYM TODAY AND GONNA STOP BEING SO DAMN DEPRESSED 😭😭
748,@jadedcreative @jonfavs must be      depressed. Can't  beat this.
749,@Imraana99 Depressed kid again🙄🙄🙄😐😐😐
750,"bro i've been depressed on here since 2016, like fuck- have some character development??? stop being horny and making stupid decisions???? it's boring????? like literally, u would be written off for being too one note."
751,online school make me depressed
752,YO WE DEPRESSED DEPRESSED
753,Depressed af
754,Woke up a little more depressed than usual today
755,i just put in my 2 weeks i fee depressed 😫
756,senior year is easy but rlly hard because i’m depressed and also bc i have to get certified nd get college credit at the same time
757,I feel so depressed
758,i keep making plans and then waking up so fucking depressed.
759,@GudJuJu_ False! I'm just depressed!
760,"I can’t tell if I don’t feel well or depressed, or a mix of both."
761,@AmongUsGame Can you tell people on among us to not be mean because now I am depressed
762,I am depressed and exhausted
763,The bitch is depressed. . The bitch is me..
764,not at me for being all depressed bcs nct 2020 seems to came to end (╥﹏╥)  https://t.co/ivdM1AmaHM
765,grams- “isn’t is depressing to stay in bed all day ?”  lmao well I am depressed so that’s why I am staying in bed hahahaha p
766,@drnicolepsych The upper classmen are in the same boat. About to graduate into an unstable economy. Changing paths midstream to accommodate possible job prospects. They are just as isolated and more depressed.   It’s bad all around.
767,@keiqings im hurt im gone im angry im sad im depressed im alone im lonely im DONE
768,@AriTheDon It’s fucked up because people think “it’s just the internet” this is why people be depressed and suicidal. Fuck it being just the internet where the fuck is the heart and love in the world. Idgaf if you bored and doing it for laughs and likes. I have a heart.
769,Maybe I’m just depressed but I love a good rainy Monday
770,I have been so depressed this year and a lot of things have happened my family’s Christmas is ruined this would help so much my poor sister even drew this for you I could still put a smile on her face by buying her the most amazing Christmas present. I even wrote a poem for you  https://t.co/l7eBHCg1XK
771,"Lately i have been feeling very depressed, i am not sad, i just feel very numb and lost. I don't want to talk at all. I just want to sleep till it gets good"
772,if i tell u i’m depressed and wanna kms and leave home PLEASE don’t tell me to talk to my mom about it cuz she’s dominican and will tell me to shut the fuck up and eat my rice and beans for the 74th day in a row
773,Depressed attack!!
774,"all of us was looking forward to growing up .. now look us .. depressed, horny, &amp; high."
775,no matter what mood i’m in i’ll always try post funny shit and never try being negative and depressed on twitter ❤️
776,Just learned that no meds = me really hating my job and getting depressed about doing something that I do not want to do. But mooonnneeyyyyyyyy
777,"@MoonIitMermaid Honestly, you won't regret it. My Dad was really depressed and I got him a dog, going out walking her got him talking to people and he has a reason to get up, loves her to bits. Dogs should be on prescription."
778,My first baby was breastfed for a year- never had an ounce of formula. I was pumping 6times per day and thank god I was producing way than enough milk. But the beginning was heart breaking. Nothing will come out ! I cried and was depressed heavily!
779,"@marcomendicino as tome fly, i become more and more depressed. @CitImmCanada what do you wait? @FacesofAdvocacy @j61944409  @loveisnottouri5 #IMM0006 #IRCCignored #IRCCMENTALCRISIS #FacesofAdvocacy  #loveisnottourism #LoveisnottourismeFrance"
780,kinda annoying but i forgive you because you are depressed and so am i ❤️
781,"I emailed my advisor last night so really, the hard part is over so why then is having listening to his voicemail and open his email making me so anxious???"
782,"- when I’m feeling down, upset, sad or anxious, and you think I’m joking, or you just don’t care. That hurts, but when you do or say something you know “triggers” me, and you don’t seem to care. That hurts more."
783,"the realisation of the fact that i'll be 22 next month makes me sad, a bit anxious and depressed even more than i already am."
784,Let’s increase my anxious self at 1AM HAHAHHAH   https://t.co/3QLsd24Up6
785,@_ingrid_louise You are right!  I am too anxious. Missed seeing them Thanksgiving and again on Sunday! #Sanditon #SaveSanditon #SanditonPBS
786,i was so anxious about doing the presentation and my voice was shaky and I was speaking so fast the whole time I think i fucked up
787,@omgheybob I feel way less anxious about virtually everything
