,tweet
246,"['been', 'bad', 'year', 'doc', 'havent', 'hit', 'target', 'markets', 'harsh', 'uncertain', 'im', 'depressed', 'take', 'break', 'charts', 'the', 'great', 'shitposter', 'pick', 'memes', 'trader', 'bursts', 'tears', 'but', 'doc', 'i', 'great', 'shitposter', 'i', 'mem']"
247,"['imma', 'real', 'man', 'depressed', 'im']"
248,"['mom', 'called', 'depressed', 'suicidal', 'teenager', 'i', 'have', 'felt', 'like', 'shit', 'life']"
249,"['now', 'im', 'depressed', 'wana', 'bed', 'lol']"
250,"['id', 'like', 'nice', 'depressed', 'probably', 'fit']"
251,['depress']
252,"['confusing', 'depression', 'loneliness', 'depressed', 'im', 'lonely']"
253,"['definitely', 'depress']"
254,"['depressed', 'af']"
255,"['i', 'dont', 'feel', 'mentally', 'calm', 'stable', 'work', 'counselling', 'want', 'crawl', 'bed', 'got', 'hrs', 'im', 'work']"
256,"['rp', 'im', 'bored', 'depress']"
257,"['everyone', 'thinks', 'im', 'living', 'best', 'life', 'ima', 'honest', 'shit', 'sucks', 'complete', 'ass', 'tired', 'depress']"
258,"['when', 'i', 'depressed']"
259,"['sucks', 'depressed', 'but', 'isolate', 'guess']"
260,"['tomorrow', 'it', 'is', 'just', 'thinking', 'makes', 'feel', 'exhausted', 'anxious', 'depressed', 'in', 'likelihood', 'i', 'is', 'not', 'close', 'i', 'studied', 'hard', 'for', 'i', 'feel', 'like', 'failure', 'i', 'am', 'sorry', 'i', 'out']"
261,"['did', 'not', 'feel', 'like', 'holidays', 'probably', 'i', 'slightly', 'depressed', 'time', 'cannot', 'wait', 'new', 'year', 'amp', 'slumpy', 'rut', 'i', 'm', 'in']"
262,"['one', 'thing', 'i', 'hate', 'depressed', 'suicidal', 'family', 'feels', 'pick', 'choose', 'information', 'think', 'i', 'handle']"
263,"['im', 'depressed', 'im', 'lolnely', 'im', 'tired', 'i', 'wanna', 'fucking', 'die', 'i', 'hate', 'my', 'life', 'and', 'no', 'one', 'cares', 'about', 'me', 'fuck', 'm']"
264,['depress']
265,"['i', 'do', 'not', 'know', 'fucking', 'useless', 'talking', 'does', 'not', 'anything', 'i', 'do', 'not', 'know', 'do', 'i', 'do', 'not', 'feel', 'i', 'am', 'risk', 'myself', 'cripplingly', 'depressed', 'i', 'want', 'feeling', 'way', 'do', 'not', 'know', 'how']"
266,"['i', 'depressed', 'amp', 'bitter', 'couple', 'years', 'but', 'i', 'am', 'wok']"
267,"['i', 'depressed', 'monday', 'somebody', 'funk']"
268,"['what', 'supposed', 'exhausted', 'want', 'days', 'fast', 'possible', 'feel', 'like', 'piece', 'shit', 'depressed', 'sleep']"
269,"['shit', 'know', 'im', 'depressed', 'shit']"
270,"['watching', 'i', 'm', 'depressed', 'af']"
271,"['anddddd', 'im', 'depressed']"
272,"['i', 'miss', 'christmas', 'i', 'think', 'im', 'actually', 'depress']"
273,"['i', 'believe', 'im', 'going', 'depressed', 'fuck', 'damn']"
274,"['im', 'depress']"
275,"['im', 'depress']"
276,"['i', 'am', 'sad', 'depressed', 'it', 'is', 'funny', 'anymor']"
277,['depress']
278,"['i', 'depressed', 'easily', 'little', 'things', 'set', 'off', 'but', 'i', 'i', 'talk', 'to']"
279,"['depressed', 'bipolar', 'borderline', 'personality', 'disorder', 'image', 'having', 'traits', 'pass']"
280,"['too', 'anxious', 'too', 'depressed', 'digging', 'deeper', 'deeper', 'familiar', 'hol']"
281,"['to', 'honest', 'ive', 'pretty', 'depressed', 'i', 'took', 'medicin']"
282,"['so', 'constant', 'urge', 'light', 'come', 'deeply', 'depressed', 'autistic', 'person', 'spending', 'time', 'social', 'media', 'nobody', 'knows']"
283,"['depressed', 'bed', 'alone', 'company', 'numb']"
284,['depress']
285,"['i', 'depressed', 'af', 'vibe', 'way', 'good', 'i', 'wont', 'let', 'problems', 'fuck', 'you', 'live', 'happy', 'life', 'man', 'enjoy', 'shit', 'lord', 'knows', 'i', 'wouldnt', 'want', 'bring', 'high', 'so', 'dont', 'worry', 'me', 'enjoy']"
286,"['no', 'i', 'in', 'huff', 'no', 'i', 'am', 'sensitive', 'today', 'i', 'am', 'depressed', 'i', 'am', 'consumed', 'building', 'rage', 'patronising', 'helping']"
287,"['i', 'am', 'sorry', 'depressed', 'ass']"
288,"['i', 'do', 'not', 'talk', 'lot', 'people', 'anymore', 'more', 'depress', 'want', 'something']"
289,"['i', 'am', 'depressed', 'thinking', 'abt', 'birthday', 'lol']"
290,"['depressed', 'piss']"
291,"['lol', 'ma', 'brithday', 'im', 'depressed', 'cause', 'wanted', 'born', 'hurt', 'life', 'have', 'dont', 'want', 'it']"
292,"['telling', 'work', 'im', 'sick', 'dont', 'figure', 'depressed', 'i']"
293,"['i', 'knew', 'i', 'reaaaally', 'depressed', 'i', 'slept', 'day', 'christmas']"
294,"['i', 'am', 'depress']"
295,"['tbh', 'probably', 'depress']"
296,"['so', 'fuckin', 'depress']"
297,['depress']
298,"['im', 'surprised', 'im', 'feeling', 'bit', 'depressed', 'today', 'i', 'wanna', 'lay', 'bed', 'possibly', 'hour', 'two', 'maybe', 'ill', 'family', 'gone']"
299,"['idk', 'im', 'depressed', 'pmsn', 'pregnant', 'definitely', 'go']"
300,['depress']
301,"['i', 'do', 'not', 'know', 'i', 'tweet', 'this', 'i', 'feel', 'like', 'writing', 'what', 'is', 'going', 'head', 'help', 'me', '12']"
302,"['work', 'i', 'got', 'break', 'making', 'depressed']"
303,"['whats', 'depressed', 'bitch', 'gotta', 'held']"
304,"['i', 'am', 'depressed', 'today', 'hurt', 'total', 'wreck', 'general', 'i', 'need', 'better', 'living']"
305,"['im', 'controled', 'random', 'different', 'circumstances', 'feel', 'fucking', 'depress']"
306,"['i', 'am', 'depressed', 'huggu', 'someone']"
307,"['well', 'i', 'woke', 'depressed', 'asf', 'lol']"
308,"['depressed', 'whats', 'new']"
309,"['imagine', 'able', 'cease', 'depressed', 'i']"
310,"['depressed', 'lik']"
311,"['so', 'depressed', 'lol']"
312,"['im', 'depress']"
313,"['felt', 'depressed', 'unwish', 'live', 'sad', 'music', 'help', 'much', 'how', 'long', 'i', 'it']"
314,"['im', 'depressed', 'idek']"
315,"['stressed', 'depressed', 'need', 'advice', 'hear', 'dm', 'the', 'convo']"
316,"['just', 'frustrating', 'im', 'depressed', 'anxious', 'i', 'reason', 'be', 'cba']"
317,"['why', 'i', 'depressed', 'angry', 'time']"
318,"['depressed', 'reading', 'tweets', 'like', 'depressed', 'smil']"
319,"['way', 'family', 'event', 'and', 'im', 'depress']"
320,"['depressed', '7']"
321,"['im', 'depressed', 'loved', 'noticed', 'liked', 'me', 'dont', 'know', 'tbh', 'el', 'ryal', 'mb', 'm39oob', 'dam', 'ma', 'y7bch', 'w', 'gb', 'gulo', 'men', 'players', 'men', 'trash', 'real', 'silly', 'girls', 'fuck', 'm']"
322,"['depressed', 'talk']"
323,"['i', 'want', 'im', 'depressed', 'rn']"
324,"['my', 'brain', 'broken', 'like', 'i', 'do', 'not', 'know', 'i', 'have', 'depressed', 'years', 'i', 'bang', 'updated', 'resume', 'recruiter', 'i', 'showered', 'clothes', 'like', 'goddamn', 'adult']"
325,['depress']
326,"['i', 'am', 'wondering', 'depressed', 'i', 'want', 'life', 'may', 'stage', 'dear', 'jesus']"
327,"['i', 'depress']"
328,"['been', 'nice', 'depressed', 'nearly', 'years', 'comes', 'territory', 'point']"
329,['depress']
330,"['finally', 'shaved', 'looks', 'like', 'im', 'depressed', 'actu']"
331,"['feel', 'depressed', 'reason', 'today', 'smh']"
332,['depress']
333,"['depressed', 'definitely', 'depressed']"
334,"['depressed', 'af', 'man']"
335,"['gay', 'depressed', 'anxi']"
336,"['i', 'want', 'happy', 'im', 'tired', 'depressed', 'sad', 'time']"
337,"['what', 'im', 'depressed', 'i', 'suck']"
338,"['o', 'fuck', 'im', 'depressed']"
339,"['idk', 'anymore', 'getting', 'depressed', 'sitting', 'room', 'crying', 'second', 'im', 'work']"
340,"['i', 'am', 'point', 'i', 'do', 'not', 'mad', 'i', 'fail', 'i', 'depressed']"
341,"['woke', 'feeling', 'depressed', 'asf', 'ye', 'y']"
342,"['i', 'v', 'v', 'v', 'depressed', 'right', 'now']"
343,"['im', 'fucking', 'depressed', 'right']"
344,['depress']
345,"['definitely', 'depress']"
346,['depress']
347,"['depressed', 'hhhhh']"
348,"['i', 'depressed', 'kid']"
349,['depress']
350,['depress']
351,['depress']
352,"['i', 'turned', 'today', 'i', 'supposed', 'feel', 'depressed']"
353,"['insert', 'depressed', 'tweet', 'here']"
354,"['is', 'bad', 'im', 'just', 'getting', 'bed', 'getting', 'day', 'started', 'i', 'swear', 'i', 'hella', 'depressed', 'weekend', 'good', 'god', 'man', 'i', 'energy', 'i', 'wanna', 'sleep', 'adorable', 'pictures', 'i', 'dont', 'know', 'this', 'annoying']"
355,"['im', 'depressed', 'ugh', 'wow']"
356,"['so', 'depressed', 'feeling', 'like', 'miss', 'idk']"
357,"['jokes', 'you', 'im', 'depress']"
358,"['im', 'literally', 'depressed', 'lol']"
359,"['ive', 'depressed', 'lately', 'amp', 'honestly', 'i', 'blame', 'i', 'knew', 'right', 'thing', 'i', 'stupid', 'i', 'didnt', 'believ']"
360,"['i', 'trust', 'issue', 'it', 'is', 'reasons', 'i', 'depressed', 'self', 'far', 'away', 'peopl']"
361,"['depressed', 'welcom']"
362,"['im', 'depressed', 'hope', 'youre', 'happi']"
363,"['depressed', 'im', 'lit']"
364,"['please', 'ask', 'things', 'i', 'am', 'depressed']"
365,"['fucking', 'sucks', 'depressed', 'holidays', 'unbelievably', 'frustrating', 'half', 'brains', 'shut', 'barely', 'energy', 'talk', 'time', 'supposed', 'fun', 'happy', 'im', 'enormous', 'buzzkill', 'hate', 'it']"
366,"['im', 'depressed', 'today', 'i', 'allowed', 'month', 'binging', 'gained', 'a', 'ton', 'today', 'gona', 'restricting', 'nope', 'fucking', 'binged', 'my', 'dad', 'home', 'purge', 'wanted', 'tho', 'but', 'good', 'holiday', 'i', 'wana', 'die', 'bc', 'gained']"
367,"['you', 'depressed', 'af', 'right']"
368,"['im', 'depressed', 'now', 'thank', 'you']"
369,"['apparently', 'i', 'am', 'gonna', 'super', 'depressed', 'today', 'ok', 'this', 'inconvenient']"
370,"['im', 'tired', 'depressed', '7', 'know', 'day', 'wont', 'feel', 'like', 'tiring', 'requires', 'dedication', 'function', 'hate', 'like', 'literally', 'friends', 'im', 'anyways', 'thinking', 'lol']"
371,"['tw', 'angst', 'lol', 'anyways', 'depressed', 'af', 'wish', 'alive', 'please', 'kill', 'thank']"
372,"['christmas', 'stop', 'fake', 'depress']"
373,"['im', 'going', 'miss', 'pregnant', 'all', 'im', 'literally', 'depressed', 'time', 'way', 'i', 'look', 'face', 'getting', 'fat', 'spikes', 'depression', 'anxiety']"
374,"['i', 'dont', 'know', 'im', 'depressed', 'disgustingly', 'selfish']"
375,"['ok', 'im', 'depress']"
376,['depressed']
377,"['im', 'lazy', 'im', 'depress']"
378,"['im', 'depressed', 'fuck', 'living', 'best', 'life', 'time', 'dont', 'ask']"
379,"['depressed', 'af']"
380,"['if', 'i', 'wasn', 't', 'depressed', 'work', 'tomorrow', 'cunts', 'play', 'like', 'that']"
381,"['bored', 'lonely', 'depressed', 'what', 'combo']"
382,"['basically', 'depressed', 'shit']"
383,"['depressed', 'amp', 'left', 'lol']"
384,"['right', 'ive', 'enough', 'friends', 'celebrating', 'christmas', 'abroad', 'im', 'sitting', 'depressed', 'weight', 'ive', 'gained', 'holidays', 'i', 'wanna', 'sunning', 'beach', 'cocktails', 'sitting', 'rooftop', 'bar', 'manhattan', 'listening', 'jazz', 'over', 'n']"
385,"['been', 'depressed', 'lonely', 'past', 'day']"
386,"['im', 'depressed', 'fuck', 'ive', 'spending', 'break', 'bed', 'endometriosis', 'kicking', 'ass', 'wack']"
387,['depressed']
388,"['i', 'swear', 'im', 'sick', 'tired', 'depression', 'i', 'anymore', 'im', 'going', 'i', 'stay', 'depressed', 'place']"
389,"['fair', 'i', 'depress']"
390,['depressed']
391,"['clinically', 'depress']"
392,"['i', 'am', 'suicidal', 'i', 'am', 'having', 'bad', 'day', 'does', 'know', 'good', 'texting', 'support', 'based', 'service', 'i', 'am', 'ok', 'i', 'do', 'not', 'want', 'family', 'overhear', 'anything']"
393,"['ps', 'suicidal', 'want', 'break', 'brain', 'nightmares', 'ive', 'hav']"
394,"['the', 'panic', 'attack', 'i', 'having', 'feeling', 'suicidal', 'making', 'feel', 'suicidal', 'im', 'going', 'ok', 'people', 'need', 'fucking', 'hurt', 'i', 'hate', 'it']"
395,"['i', 'have', 'lot', 'mental', 'torture', 'week', 'since', 'night', 'i', 'developed', 'cold', 'like', 'symptoms', 'feel', 'shitty', 'physically', 'mentally', 'my', 'toe', 'broken', 'i', 'suicidal', 'and', 'excuses', 'i', 'deleted', 'piece', 'shit', 'i', 'have', 'spent', 'hrs', 'paint']"
396,"['i', 'am', 'suicidal', 'i', 'do', 'not', 'wanna', 'fucking', 'die', 'i', 'wanna', 'able', 'close', 'eyes', 'feel', 'alright']"
397,"['sad', 'music', 'amp', 'suicidal', 'thoughts', 'lesssssget', 'oblock', 'bang', 'bang']"
398,"['aye', 'suicidal', 'shit', 'wait', 'fucking', 'die', 'lol']"
399,"['been', 'suicidal', 'af', 'sucks', 'trying', 'stay', 'strong', 'everyday']"
400,"['suicidal', 'thoughts', 'time', 'time', 'normal']"
401,"['going', 'suicid']"
402,"['talking', 'making', 'suicid']"
403,"['literally', 'do', 'not', 'know', 'i', 'come', 'home', 'parents', 'cause', 'arguments', 'degrading', 'belittling', 'do', 'not', 'better', 'they', 'probably', 'of', 'reason', 'i', 'suicidal', 'depression', 'anxiety', 'wrong']"
404,"['feeling', 'super', 'super', 'suicid']"
405,"['i', 'told', 'family', 'year', 'college', 'causes', 'stress', 'wanna', 'commit', 'suicide', 'im', 'suicidal', 'amp', 'looked', 'like', 'i', 'insane', 'amp', 'told', 'quiet', 'black', 'families', 'think', 'bc', 'kids', 'amp', 'little', 'bills', 'life', 'easy', 'amp', 'stress', 'fre']"
406,"['i', 'going', 'lot', 'people', 'scream', 'me', 'but', 'recently', 'i', 'have', 'suicidal', 'i', 'cannot', 'reason', 'left', 'live', 'i', 'am', 'saying', 'to', 'easy', 'get', 'tweet', 'i', 'am', 'sorry', 'i', 'have', 'tried', 'nothing', 's', 'work']"
407,"['i', 'honestly', 'want', 'better', 'instead', 'anytime', 'i', 'receive', 'text', 'message', 'does', 'not', 'sound', 'like', 'it', 'is', 'good', 'tone', 'i', 'wave', 'suicidal', 'thoughts', 'start', 'making', 'emotionally', 'unavail']"
408,"['i', 'wanna', 'trip', 'n', 'lay', 'bed', 'suicidal', 'lmfao']"
409,"['suicidal', 'shit', 'id', 'dead']"
410,"['and', 'i', 'am', 'suicid']"
411,"['borderline', 'suicid']"
412,"['whenever', 'suicidal', 'thoughts', 'creeps', 'head', 'i', 'think', 'mom', 'does', 'not', 'deserve', 'that']"
413,"['suicidal', 'want', 'di']"
414,"['i', 'am', 'suicidal', 'send', 'help']"
415,"['i', 'emotionally', 'drained', 'i', 'tho', 'talking', 'stuff', 'feel', 'better', 'i', 'felt', 'numb', 'entire', 'session', 'suicidal', 'right']"
416,"['i', 'am', 'not', 'gonna', 'lie', 'i', 'm', 'suicidal', 'but', 'i', 'amazing', 'bang', 'styl']"
417,"['i', 'know', 'strategies', 'help', 'deal', 'i', 'need', 'medicine', 'works', 'i', 'legitimately', 'suicidal', 'im', 'experiencing', 'depressive', 'episode', 'point', 'feels', 'like', 'help', 'shit']"
418,"['id', 'like', 'stop', 'having', 'suicidal', 'thoughts']"
419,"['me', 'person', 'lives', 'diagnosed', 'anxiety', 'depression', 'history', 'expressing', 'suicidal', 'ideation', 'told', 'whisper', 'wind', 'i', 'look', 'outside', 'ill', 'receive', 'free', 'beyonc', 'tickets']"
420,"['do', 'not', 'high', 'fuck', 'it', 'diagnosed', 'highest', 'levels', 'bipolar', 'disorder', 'amp', 'depression', 'medication', 'keeps', 'level', 'giving', 'suicidal', 'thoughts', 'i', 'get', 'high', 'to', 'stay', 'leveled', 'out', 'and', 'sane', 'stfu']"
421,"['will', 'i', 'be', 'committed', 'mental', 'hospital', 'i', 'tell', 'therapist', 'suicidal', 'thoughts']"
422,"['how', 'tf', 'i', 'suicidal', 'thoughts', 'i', 'parents', 'i', 'hate', 'girl']"
423,"['i', 'feel', 'i', 'write', 'thread', 'on', 'being', 'raped', 'being', 'slut', 'shamed', 'being', 'abused', 'partner', 'being', 'stalked', 'being', 'suicidal', 'but', 'intertwined']"
424,"['im', 'suicidal', 'im', 'genuinely', 'fucking', 'tired', 'al']"
425,"['me', 'im', 'bad', 'bitch', 'kill', 'me', 'my', 'depression', 'suicidal', 'tendencies']"
426,"['tw', 'si', 'wow', 'love', 'getting', 'suicidal', 'working', 'therapist', 'crisis', 'calls', 'texts', 'tomorrow']"
427,"['suicidal', 'thoughts', 'running', 'brain']"
428,"['feeling', 'suicidal', 'start', 'paint']"
429,"['feeling', 'suicidal', 'chili', 's', 'tonight']"
430,"['trying', 'outside', 'interact', 'society', 'suicidal', 'ideation', 'com']"
431,"['omzzz', 'suicidal', 'thoughts', 'eh']"
432,"['i', 'decided', 'i', 'suicidal', 'tonight']"
433,"['i', 'disgusting', 'person', 'i', 'fucking', 'hate', 'fucking', 'use', 'feeling', 'suicidal', 'i', 'ne']"
434,"['idk', 'hv', 'suicidal', 'thoughts', 'not', 'but', 'dont', 'think', 'life', 'meanings', 'anymore', 'i', 'tried', 'void', 'having', 'take', 'break', 'from', 'everything', 'go', 'short', 'holiday', 'you', 'alone', 'go', 'complete', 'calmn']"
435,"['goddammit', 'i', 'am', 'fucking', 'suicid']"
436,"['my', 'friendship', 'ruined', 'i', 'things', 'single', 'mind', 'deal', 'lot', 'people', 'get', 'suicidal', 'thought', '4', 'times', 'date', 'free', 'panic', 'attack', 'last', 'least', 'i', 'got', 'anugerah', 'pengarah']"
437,"['feeling', 'extremely', 'suicidal', 'ugh']"
438,"['proper', 'sick', 'feelin', 'depressed', 'suicidal', 'holiday', 'period', 'death', 'bro']"
439,"['i', 'feel', 'suicid']"
440,"['damn', 'thats', 'crazy', 'pms', 'makes', 'suicidal']"
441,"['i', 'am', 'suicidal', 'can', 't', 'life', 'but', 'thing', 'i', 'am', 'feeling', 'i', 'do', 'not', 'understand', 'there', 's', 'plain', 'emptiness', 'i', 'feel', 'dead']"
442,"['songs', 'wake', 'inner', 'suicidal', 'self']"
443,"['my', 'suicidal', 'thoughts', 'starting', 'pile', 'friend', 'dropped', 'word', 'owe', 'money', 'it', 'is', 'got', 'twisted', 'knots']"
444,"['as', 'high', 'functioning', 'suicidal', 'person', 'donating', 'blood', 'making', 'sense', 'cutting', 'or', 'shaving', 'ur', 'neck', 'till', 'bleed', 'indeed']"
445,"['feeling', 'suicid']"
446,"['kind', 'music', 'save', 'suicidal', 'thoughts', 'do', 'not', 'dare', 'judge', 'listen', 'do', 'not', 'know', 'stori']"
447,"['suicidal', 'type', 'shit', 'wish', 'dead', 'right']"
448,"['am', 'suicidal', 'thoughts', 'comim', 'yeah']"
449,"['it', 's', 'lovely', 'i', 'suicidal', 'time', 'lik']"
450,"['im', 'trapped', 'life', 'sadness', 'suicidal', 'thoughts']"
451,"['phew', 'months', 'clean', 'self', 'harm', 'wonder', 'ive', 'suicid']"
452,"['hi', 'im', 'suicid']"
453,"['i', 'went', 'home', 'cuz', 'school', 'making', 'depressed', 'suicidal', 'oh', 'guess', 'what', 'home', 'impact', 'like', 'school', 'where', 'i', 'neutral', 'environment']"
454,"['oh', 'fucking', 'god', 'i', 'm', 'feeling', 'suicidal', 'work']"
455,"['i', 'hide', 'mental', 'illnesses', 'suicidal', 'thoughts', 'self', 'harming', 'behaviours', 'years', 'since', 'i', 'years', 'old', 'no', 'family', 'noticed', 'it', 'lol']"
456,"['murder', 'murder', 'mind', 'suicidal', 'tim']"
457,"['also', 'suicidal']"
458,"['how', 'rid', 'suicidal', 'thought', 'im', 'scared', 'gonna', 'win']"
459,"['im', 'havinf', 'mental', 'breakdown', 'im', 'suicidal', 'im', 'se']"
460,"['and', 'i', 'suicidal']"
461,"['suicidal', 'lif']"
462,"['forget', 'suicidal', 'wonder', 'feels', 'lik']"
463,"['tired', 'feelings', 'suicidal', 'thoughts', 'driving', 'crazy']"
464,"['i', 'do', 'not', 'know', 'i', 'i', 'survived', 'suicidal', 'thoughts', 'year', 'i', 'attempts', 'i', 'lucky', 'recovered', 'but', 'i', 'learn', 'something', 'i', 'learned', 'i', 'suicidal', 'thoughts', 'delve', 'fully', 'surrendering', 'stay']"
465,"['i', 'told', 'game', 'brainwashes', 'wanting', 'survive', 'but', 'i', 'am', 'suicidal']"
466,"['woke', 'feeling', 'suicid']"
467,"['depressive', 'suicidal', 'thoughts', 'intensifies']"
468,"['suicidal', 'thoughts', 'haunt', 'mind', 'i', 'sleep']"
469,"['suicidal', 'thoughts', 'iz', 'freakin', 'crazyyy']"
470,"['suicidal', 'thought']"
471,"['suicidal', 'thoughts']"
472,"['wow', 'feels', 'suicid']"
473,"['no', 'suicidal', 'shit', 'ion', 'want', 'life', 'anymor']"
474,"['lmaoooo', 'okay', 'son', 'u', 'suicid']"
475,"['i', 'am', 'having', 'suicidal', 'thoughts', 'today', 'please', 'ch']"
476,"['suicidal', 'sooo', 'fucking', 'fun', 'lmao']"
477,"['suicidal', 'thought']"
478,"['nothing', 'suicidal', 'i', 'dont', 'want', 'anymore']"
479,"['no', 'suicidal', 'shit', 'fuck']"
480,"['i', 'went', 'facebook', 'feel', 'legitimately', 'suicidal']"
481,['suicid']
482,"['i', 'am', 'suicidal', 'i', 'do', 'not', 'wanna', 'fucking', 'die', 'i', 'wanna', 'able', 'close', 'eyes', 'feel', 'alright', 'but', 'everyday', 'i', 'feel', 'like', 'dying']"
483,"['teehee', 'im', 'like', 'suicid']"
484,"['im', 'depressed', 'amp', 'suicidal', 'rn']"
485,"['you', 'tired', 'you', 'are', 'suicidal', 'bc']"
486,"['feeling', 'super', 'super', 'suicid']"
487,"['suicidal', 'on']"
488,"['suicidal', 'thoughts', 'dangerous', 'do', 'not', 'peddle', 'messages', 'do', 'not', 'kil']"
489,"['i', 'am', 'amp', 'suicidal', 'st', 'xmas', 'dad', 'amp', 'boyfriend', 'amp', 'i', 'got', 'huge', 'fight']"
490,"['go', 'bed', 'suicidal', 'wake', 'suicid']"
491,"['yes', 'im', 'suicidal', 'send', 'help']"
492,"['she', 'love', 'son', 'recognize', 'one', 'and', 'people', 'wonder', 'i', 'suicid']"
493,"['live', 'footage', 'suicidal', 'ass', 'going', 'sleep', 'earthquake', 'knowing', 'there', 's', 'real', 'chance', 'wak']"
494,"['suicidal', 'thoughts']"
495,"['it', 's', 'christmas', 'i', 'am', 'suicidal']"
496,"['i', 'rlly', 'rlly', 'want', 'suicidal', 'thoughts', 'away', 'pl']"
497,"['hehe', 'suicidal', 'knew']"
498,"['apparently', 'pattern', 'feeling', 'suicidal', 'reaching', 'out', 'changing', 'mind', 'moment', 'ignoring', 'problems', 'smoking', 'stupid', 'isnt', 'getting', 'anywhere']"
499,"['depression', 'sucks', 'being', 'suicidal', 'sucks', 'worse']"
500,"['feeling', 'super', 'super', 'suicid']"
501,"['wonder', 'im', 'suicidal', 'tim']"
502,"['extremely', 'suicidal', 'lmao']"
503,"['taking', 'drugs', 'feel', 'suicid']"
504,"['suicidal', 'yay']"
505,"['feeling', 'super', 'suicid']"
506,"['merry', 'christmas', 'everyone', 'i', 'suicidal', 'thoughts']"
507,"['no', 'suicidal', 'shit', 'i', 'deadass', 'wouldnt', 'mind', 'waking', 'tomorrow', 'life', 'sucks', 'i']"
508,"['depression', 'worse', 'time', 'the', 'loss', 'granddad', 'thousand', 'step', 'back', 'suicidal', 'thoughts', 'started', 'haunt', 'dont', 'think', 'fight', 'anymore', 'i', 'tired']"
509,"['work', 'making', 'suicidal', 'usual', 'today']"
510,"['normal', 'suicidal', 'christmas', 'cause', 'ho', 'ho', 'ho', 'kid']"
511,"['i', 'bring', 'suicidal', 'thoughts', 'cause', 'mom', 'police', 'theyll', 'tell', 'pray', 'church', 'i', 'believe', 'god', 'thats', 'thing', 'helps', 'therapy', 'helping', 'alot']"
512,"['feeling', 'lonely', 'i', 'wants', 'lmao']"
513,"['feeling', 'lonely', 'asf', 'ugh']"
514,"['feeling', 'damn', 'lonely', 'tim']"
515,"['im', 'feeling', 'terribly', 'lonely', 'today', 'ugh']"
516,"['fed', 'feeling', 'bloody', 'lon']"
517,"['feeling', 'lon']"
518,"['hate', 'feeling', 'lon']"
519,"['feeling', 'sad', 'amp', 'lonely']"
520,"['lol', 'i', 'am', 'feeling', 'lonely', 'today']"
521,"['feeling', 'lonely', 'af', 'right']"
522,"['feeling', 'hopeless', 'lon']"
523,"['woke', 'feeling', 'lon']"
524,"['feeling', 'lonely', 'and', 'do', 'not', 'like', 'that']"
525,"['im', 'feeling', 'lon']"
526,"['feeling', 'extra', 'lonely', 'dayss']"
527,"['i', 'feeling', 'lonely']"
528,"['wtf', 'i', 'feeling', 'sad', 'lonely', 'suddenly']"
529,"['feeling', 'lonely', 'today']"
530,"['i', 'am', 'feeling', 'lon']"
531,"['im', 'tired', 'feeling', 'lonely', 'end', 'day', 'makes', 'feel', 'worse', 'bc', 'i', 'dont', 'want', 'burden', 'anyone', 'i', 'dont', 'know', 'im', 'going', 'hurts', 'way']"
532,"['im', 'feeling', 'lonely', 'ever']"
533,"['i', 'feel', 'lonely', 'time', 'and', 'makes', 'feel', 'angry', 'i', 'hate', 'feeling', 'angry', 'i', 'start', 'hate', 'myself', 'and', 'i', 'start', 'hate', 'i', 'start', 'push', 'people', 'away', 'i', 'push', 'people', 'away', 'i', 'feel', 'lonely', 'so', 'turns', 'beautiful', 'cycle']"
534,"['feeling', 'lon']"
535,"['feeling', 'lon']"
536,"['ive', 'feeling', 'lonely', 'l']"
537,"['feeling', 'extra', 'lonely', 'days']"
538,"['im', 'feeling', 'lon']"
539,"['feeling', 'hella', 'lon']"
540,"['hmm', 'feeling', 'lon']"
541,"['feeling', 'extra', 'lonely', 'day']"
542,"['feeling', 'lon']"
543,"['feeling', 'v', 'v', 'lonely', 'rn']"
544,"['feeling', 'lonely', 'sad', 'goodbye']"
545,"['im', 'tired', 'feeling', 'lonely', 'tim']"
546,"['feeling', 'lon']"
547,"['feeling', 'low', 'feeling', 'lon']"
548,"['feeling', 'extra', 'lonely', 'days']"
549,"['feeling', 'lon']"
550,"['feeling', 'lonely', 'rn', 'shit']"
551,"['feeling', 'lonely', 'shit']"
552,"['feeling', 'lon']"
553,"['really', 'feeling', 'lon']"
554,"['feeling', 'lonely', 'amp', 'sad']"
555,"['feeling', 'lonely', 'lol']"
556,"['feeling', 'lon']"
557,"['ive', 'feeling', 'lonely', 'lately']"
558,"['feeling', 'sick', 'lon']"
559,"['ah', 'there', 's', 'hopelessly', 'lonely', 'feeling', 'i', 'thought', 'gon']"
560,"['feeling', 'fucking', 'lon']"
561,"['tired', 'feeling', 'lon']"
562,"['i', 'feel', 'helpless']"
563,"['feel', 'helpless', 'defeated']"
564,['helpless']
565,"['i', 'm', 'helpless', 'monst']"
566,"['i', 'feel', 'helpless', 'i', 'truly', 'h']"
567,"['if', 'im', 'helpless', 'tell', 'now']"
568,"['feeling', 'helpless']"
569,"['i', 'feel', 'helpless']"
570,"['im', 'tired', 'feeling', 'way', 'i', 'feel', 'helpless']"
571,"['feeling', 'helpless', 'worst', 'feeling', 'world']"
572,"['i', 'helpless']"
573,"['im', 'helpless']"
574,"['feel', 'helpless']"
575,['helpless']
576,['helpless']
577,['helpless']
