,tweet
841,woke feeling depressed asf ye y
842,i v v v depressed right now 
843,im fucking depressed right
844,depress
845,definitely depress
846,depress
847,depressed hhhhh
848,i depressed kid
849,depress
850,depress
851,depress
852,i turned today i supposed feel depressed 
853, insert depressed tweet here 
854,is bad im just getting bed getting day started i swear i hella depressed weekend good god man i energy i wanna sleep adorable pictures i dont know this annoying 
855,im depressed ugh wow 
856,so depressed feeling like miss idk
857,jokes you im depress
858,im literally depressed lol
859,ive depressed lately amp honestly i blame i knew right thing i stupid i didnt believ
860,i trust issue it is reasons i depressed self far away peopl
861,depressed welcom
862,im depressed hope youre happi
863,depressed im lit
864,please ask things i am depressed 
865,fucking sucks depressed holidays unbelievably frustrating half brains shut barely energy talk time supposed fun happy im enormous buzzkill hate it 
866,im depressed today i allowed month binging gained a ton today gona restricting nope fucking binged my dad home purge wanted tho but good holiday i wana die bc gained 
867,you depressed af right
868,im depressed now thank you 
869,apparently i am gonna super depressed today ok this inconvenient 
870,im tired depressed 7 know day wont feel like tiring requires dedication function hate like literally friends im anyways thinking lol
871,tw angst lol anyways depressed af wish alive please kill thank
872,christmas stop fake depress
873,im going miss pregnant all im literally depressed time way i look face getting fat spikes depression anxiety 
874,i dont know im depressed disgustingly selfish
875,ok im depress
876,depressed 
877,im lazy im depress
878,im depressed fuck living best life time dont ask
879,depressed af
880,if i wasn t depressed work tomorrow cunts play like that 
881,bored lonely depressed what combo
882,basically depressed shit 
883,depressed amp left lol
884,right ive enough friends celebrating christmas abroad im sitting depressed weight ive gained holidays i wanna sunning beach cocktails sitting rooftop bar manhattan listening jazz over n
885,been depressed lonely past day
886,im depressed fuck ive spending break bed endometriosis kicking ass wack 
887,depressed 
888,i swear im sick tired depression i anymore im going i stay depressed place 
889,fair i depress
890,depressed 
891,clinically depress
892,i am suicidal i am having bad day does know good texting support based service i am ok i do not want family overhear anything 
893,ps suicidal want break brain nightmares ive hav
894,the panic attack i having feeling suicidal making feel suicidal im going ok people need fucking hurt i hate it 
895,i have lot mental torture week since night i developed cold like symptoms feel shitty physically mentally my toe broken i suicidal and excuses i deleted piece shit i have spent hrs paint
896,i am suicidal i do not wanna fucking die i wanna able close eyes feel alright
897,sad music amp suicidal thoughts lesssssget oblock bang bang
898,aye suicidal shit wait fucking die lol
899,been suicidal af sucks trying stay strong everyday 
900,suicidal thoughts time time normal 
901,going suicid
902,talking making suicid
903,literally do not know i come home parents cause arguments degrading belittling do not better they probably of reason i suicidal depression anxiety wrong
904,feeling super super suicid
905,i told family year college causes stress wanna commit suicide im suicidal amp looked like i insane amp told quiet black families think bc kids amp little bills life easy amp stress fre
906,i going lot people scream me but recently i have suicidal i cannot reason left live i am saying to easy get tweet i am sorry i have tried nothing s work
907,i honestly want better instead anytime i receive text message does not sound like it is good tone i wave suicidal thoughts start making emotionally unavail
908,i wanna trip n lay bed suicidal lmfao
909,suicidal shit id dead
910,and i am suicid
911,borderline suicid
912,whenever suicidal thoughts creeps head i think mom does not deserve that 
913,suicidal want di
914,i am suicidal send help
915,i emotionally drained i tho talking stuff feel better i felt numb entire session suicidal right
916,i am not gonna lie i m suicidal but i amazing bang styl
917,i know strategies help deal i need medicine works i legitimately suicidal im experiencing depressive episode point feels like help shit 
918,id like stop having suicidal thoughts 
919,me person lives diagnosed anxiety depression history expressing suicidal ideation told whisper wind i look outside ill receive free beyonc tickets 
920,do not high fuck it diagnosed highest levels bipolar disorder amp depression medication keeps level giving suicidal thoughts i get high to stay leveled out and sane stfu 
921,will i be committed mental hospital i tell therapist suicidal thoughts 
922,how tf i suicidal thoughts i parents i hate girl
923,i feel i write thread on being raped being slut shamed being abused partner being stalked being suicidal but intertwined 
924,im suicidal im genuinely fucking tired al
925,me im bad bitch kill me my depression suicidal tendencies 
926,tw si wow love getting suicidal working therapist crisis calls texts tomorrow
927,suicidal thoughts running brain
928,feeling suicidal start paint
929,feeling suicidal chili s tonight
930,trying outside interact society suicidal ideation com
931,omzzz suicidal thoughts eh
932,i decided i suicidal tonight
933,i disgusting person i fucking hate fucking use feeling suicidal i ne
934,idk hv suicidal thoughts not but dont think life meanings anymore i tried void having take break from everything go short holiday you alone go complete calmn
935,goddammit i am fucking suicid
936,my friendship ruined i things single mind deal lot people get suicidal thought 4 times date free panic attack last least i got anugerah pengarah 
937,feeling extremely suicidal ugh
938,proper sick feelin depressed suicidal holiday period death bro
939,i feel suicid
940,damn thats crazy pms makes suicidal 
941,i am suicidal can t life but thing i am feeling i do not understand there s plain emptiness i feel dead 
942,songs wake inner suicidal self
943,my suicidal thoughts starting pile friend dropped word owe money it is got twisted knots 
944,as high functioning suicidal person donating blood making sense cutting or shaving ur neck till bleed indeed 
945,feeling suicid
946,kind music save suicidal thoughts do not dare judge listen do not know stori
947,suicidal type shit wish dead right
948,am suicidal thoughts comim yeah
949,it s lovely i suicidal time lik
950,im trapped life sadness suicidal thoughts 
951,phew months clean self harm wonder ive suicid
952,hi im suicid
953,i went home cuz school making depressed suicidal oh guess what home impact like school where i neutral environment 
954,oh fucking god i m feeling suicidal work
955,i hide mental illnesses suicidal thoughts self harming behaviours years since i years old no family noticed it lol 
956,murder murder mind suicidal tim
957,also suicidal 
958,how rid suicidal thought im scared gonna win
959,im havinf mental breakdown im suicidal im se
960,and i suicidal 
961,suicidal lif
962,forget suicidal wonder feels lik
963,tired feelings suicidal thoughts driving crazy 
964,i do not know i i survived suicidal thoughts year i attempts i lucky recovered but i learn something i learned i suicidal thoughts delve fully surrendering stay
965,i told game brainwashes wanting survive but i am suicidal 
966,woke feeling suicid
967, depressive suicidal thoughts intensifies 
968,suicidal thoughts haunt mind i sleep 
969,suicidal thoughts iz freakin crazyyy 
970,suicidal thought
971,suicidal thoughts 
972,wow feels suicid
973,no suicidal shit ion want life anymor
974,lmaoooo okay son u suicid
975,i am having suicidal thoughts today please ch
976,suicidal sooo fucking fun lmao
977,suicidal thought
978,nothing suicidal i dont want anymore 
979,no suicidal shit fuck
980,i went facebook feel legitimately suicidal 
981,suicid
982,i am suicidal i do not wanna fucking die i wanna able close eyes feel alright but everyday i feel like dying 
983,teehee im like suicid
984,im depressed amp suicidal rn
985,you tired you are suicidal bc
986,feeling super super suicid
987,suicidal on
988,suicidal thoughts dangerous do not peddle messages do not kil
989,i am amp suicidal st xmas dad amp boyfriend amp i got huge fight
990,go bed suicidal wake suicid
991, yes im suicidal send help
992,she love son recognize one and people wonder i suicid
993,live footage suicidal ass going sleep earthquake knowing there s real chance wak
994, suicidal thoughts 
995,it s christmas i am suicidal 
996,i rlly rlly want suicidal thoughts away pl
997,hehe suicidal knew 
998,apparently pattern feeling suicidal reaching out changing mind moment ignoring problems smoking stupid isnt getting anywhere 
999,depression sucks being suicidal sucks worse 
1000,feeling super super suicid
1001,wonder im suicidal tim
1002,extremely suicidal lmao
1003,taking drugs feel suicid
1004,suicidal yay
1005,feeling super suicid
1006,merry christmas everyone i suicidal thoughts 
1007,no suicidal shit i deadass wouldnt mind waking tomorrow life sucks i
1008,depression worse time the loss granddad thousand step back suicidal thoughts started haunt dont think fight anymore i tired 
1009,work making suicidal usual today
1010,normal suicidal christmas cause ho ho ho kid
1011,i bring suicidal thoughts cause mom police theyll tell pray church i believe god thats thing helps therapy helping alot 
1012,feeling lonely i wants lmao
1013,feeling lonely asf ugh
1014,feeling damn lonely tim
1015,im feeling terribly lonely today ugh
1016,fed feeling bloody lon
1017,feeling lon
1018,hate feeling lon
1019,feeling sad amp lonely 
1020,lol i am feeling lonely today
1021,feeling lonely af right
1022,feeling hopeless lon
1023,woke feeling lon
1024,feeling lonely and do not like that 
1025,im feeling lon
1026,feeling extra lonely dayss
1027,i feeling lonely 
1028,wtf i feeling sad lonely suddenly 
1029,feeling lonely today
1030,i am feeling lon
1031,im tired feeling lonely end day makes feel worse bc i dont want burden anyone i dont know im going hurts way
1032,im feeling lonely ever 
1033,i feel lonely time and makes feel angry i hate feeling angry i start hate myself and i start hate i start push people away i push people away i feel lonely so turns beautiful cycle 
1034,feeling lon
1035,feeling lon
1036,ive feeling lonely l
1037,feeling extra lonely days 
1038,im feeling lon
1039,feeling hella lon
1040,hmm feeling lon
1041,feeling extra lonely day
1042,feeling lon
1043,feeling v v lonely rn
1044,feeling lonely sad goodbye 
1045,im tired feeling lonely tim
1046,feeling lon
1047,feeling low feeling lon
1048,feeling extra lonely days 
1049,feeling lon
1050,feeling lonely rn shit
1051,feeling lonely shit 
1052,feeling lon
1053,really feeling lon
1054,feeling lonely amp sad
1055,feeling lonely lol
1056,feeling lon
1057,ive feeling lonely lately 
1058,feeling sick lon
1059,ah there s hopelessly lonely feeling i thought gon
1060,feeling fucking lon
1061,tired feeling lon
1062,i feel helpless
1063,feel helpless defeated 
1064,helpless
1065,i m helpless monst
1066,i feel helpless i truly h
1067,if im helpless tell now 
1068,feeling helpless
1069,i feel helpless
1070,im tired feeling way i feel helpless 
1071,feeling helpless worst feeling world
1072,i helpless 
1073,im helpless
1074,feel helpless
1075,helpless 
1076,helpless 
1077,helpless 
1078,im fucking trapped helpless i do not know
1079,i know there s wrong i am helpless
1080,never felt helpless
1081,kill
1082,hate feeling helpless shit annoying fuck
1083,sure feel anxious today
1084,v anxious v sad
1085,im anxious afffffffffffffffffffffff
1086,i afraid talk feelings i know people angry worried so despite feeling anxious time i talk it i worry i will worse time know why 
1087,oh gof im anxious rn thatsss cut
1088,i feel anxi
1089,woke anxious af dark
1090,sitting fucking anxi
1091,i m anxious i want feel better talk whatever i joy feeling way i flip switch feel good positive i heartbeat 
1092,anxious 
1093,im anxious suck
1094,i m socially inept anxious internet
1095,trying anxious 
1096,i anxious stupid shit
1097,idk im anxious rn help
1098,i anxious today
1099,anxious lol
1100,i sad anxious evening 
1101,im anxious right about what i dont know i w
1102,feel anxious today cannot focus do not wanna
1103,i entire week relax why i anxious 
1104,feeling anxious youre sick stomach great feeling do recommend
1105,im anxious fat ugly lonely dumb
1106,im anxious i feel like im gonna pass
1107,im anxious rn
1108,im so anxi
1109,im anxi
1110,anxious hell today reason hehhee mental il
1111,im anxious rn i feel like shit
1112,feel v weird anxi
1113,wanna fight im anxious emot
1114,i dont understand myself i dont like lonely makes sad people makes anxious uncomfortable overwhelmed wtf this what i supposed do 
1115,anxious lately honestly rip strand hair head feel
1116,i anxious i want di
1117,im getting anxious aaaaaaaaaaaaaaaa
1118,i am anxious stressed thati am starting break hives body fun spend hours plan
1119,anxiou
1120,feel anxi
1121,soooo anxi
1122,woke anxi
1123,woke anxious fuck today thats fun
1124,u know u breathe cuz ur hella anxi
1125,be anxious heart
1126,i turned anxious mess
1127,feel anxi
1128,ive anxious lif
1129,reading things ptsd getting anxious bc relate lol need professional help
1130,im anxious fuck
1131,i m anxious 
1132,anxious rn
1133,feeling anxi
1134,feel fucking anxious escape room
1135,could anxi
1136,too anxious moment need tomorrow with to consequences fuck are 
1137,so fed feeling sad anxious time 
1138,i anxious kill me 
1139,oh today good day im feeling anxious fuck im gonna snap
1140,im literally anxious im going sick its going days relief
1141,anxious feeling 
1142,so i feel anxi
1143,feel anxious worri
1144,so im anxi
1145,idk i woke anxious today
1146,canr tell im anxious bc wouldnt understand bother bc god
1147,anxious suck
1148,i anxi
1149,i wake anxious af
1150,nan
1151,believed inherently lucky im sagittarius am lol and think im gna jinx thats works im divine blessed depressed doesnt help
1152,modern loneliness depressed yea 
1153,yea thanks reminder year anniversary loosing home horses lilac fire imagine im depress
1154,tell you ive super busy lately mean ive falling asleep couch avoid bed depress drag b
1155,i wake up alone spend time work alone work people feel alone come home house spend time bed alone sleep alone i wonder i am depressed 
1156,where life alert depression likeeeee help im depressed bed 
1157,yeah im depressed d epressed fe e ling bad p oopie r eally fucking apathetic ev e n worse s ad s earching live e vil d ead insid
1158,admittingly weeks ago i depressed with daily crippling anxiety i veer socmed while my anxiety bad i app remind breathe 
1159,im depressed like notice love ba
1160,so true banter response depressed 
1161,guys feel depressed 
1162,i understand pandemic i blessed job i home good lord i got masters degree work customer service live childhood bedroom no wonder im depressed aside pandemic and depression anxiety disorder 
1163,u dont understand how badly i need to move to new york city im depressed its the only way i stand a chance to meet justin
1164,birthday im depress
1165,god snowing im actually depressed its st december korea makes worse me 
1166,when telling patient youre impatient depressed day goes super slowly causes anxiety sky rocket 
1167,depress
1168,idk people knew irl follow follow liking tweets tbh like hello yes depressed like ik shit ur tl
1169,depressed im hot
1170,loser depress
1171,what kind sick freak isnt horribly depressed holiday
1172,every day depress
1173,my job reason i am depress
1174,so i am unemployed broke autistic bpd depressed i am typical useless man tch if i would foresight born nice normal parents lots money oh well better luck time 
1175,depressed i everyday 
1176,this morning i depressed wondering i day seeing im winner theyve cheered seeing kind
1177,depressed amirit
1178,and today s episode why do not i bed am i depressed lazy the world know
1179,i depressed lost soul
1180,i maybe depressed mentally ill traumatised piece shit i have posted picture holding someone s hand petit sunset biscuit playing background i live shit
1181,idk lately ive feeling super down stressed depressed everytime i look i
1182,feeling oddly depressed today amp theo crawled bed amp starts kissing face knows 
1183,im depressed good energetic mood is this alchemy 
1184,mom wakes bc works home i wake bc i am depress
1185,pooh pathology test diagnosed depressed autist
1186,im open advocacy mental health i forget im depressed as fuck like im sad tired 
1187,depressed gay
1188,im legitimately fucking depressed i never togami perfume i smel
1189,aint tht bad fuck i feel like im wasting life depress
1190,being depressed read comics weirdest frustrating experience happened like me and happens way often 
1191,guys idk i ve depressed quiet i am quiet happy today idk maybe cuz eat ice cream anyways good day afternoon night right
1192,i idea going me i feel depressed poss
1193,i think today i close breaking point i praying hopes idk ill grant given wishes truly depress right now 
1194,not mopey i demotivated depressed i am fed w
1195,depressed eating week
1196,it s kinda reason i wanna artist also kiss scene bubbline realize i am gay and i feel anxious depressed i like watch at help feel better it s helped lot way
1197,anyways ayyy im depressed getting shit
1198,i shut social media awhile i am depress
1199,depressed cba different food leav
1200,depressed im listining nf
1201,im depressed lazy shower floor usually kinda gross specific areas i wouldnt want lt 3
1202,have seen kevin loves interviews lebron left cleveland he severely depressed real hoopers know it is lebrons calls jus like wit it cleveland brung dudes there won left fucked contract
1203,getting ready th tailored therapy session yr old germany last week told worried amp depressed sessions is not more she said i think need different stages forward 
1204,im literally depressed anymor
1205,young dumb depress
1206,man i feeling good guess gotta horny adnd depress
1207,you want depressed abi
1208,why am i always on twitter when im depress
1209,sent sis messages twitter wanting die depressed regret seen delete shell sent delet
1210,he got depress
1211,my parents depressed puts depression time i talk them theres positivity shit theres left
1212,im sure im depressed i mean im sad but im exactly happy either i laugh joke smile day but im night i forget i feel 
1213,thats normal fact theres like year gap starting point nearly rank makes depress
1214,im depress
1215,im sorry i didnt follow cuz sh trigger bio depressed ass handle pics sh cuz hard stay away it im sorry i hope yall bett
1216,ive depressed life everything hits once i told person im actually going through bc im guarded idk im going year
1217,same happening me we students depress
1218,year forget seasonal depression obliterates ass yearly year im surprised im depressed season
1219,today im feeling happy love not mean im getting work no when comes work i depressed easily distracted phone hence im tweeting i answering emails 
1220,working amazon depressed i h
1221,swear i need snap fuck it i worked fucking hard sad depressed anything 
1222,i need shake bitch ass depressed mood 
1223,man depress fahking reason
1224,all i have depressed emotionally constip
1225,depress
1226,i dont mean confusion cute quirky way thought lost mind depressed weird extra miserable having hard time leading assumed finally lost it 
1227,i shamed able first it seriously depressed i tried hard second amp didnt work either like i failed nature amp kid nurses room w feel worst having baby 
1228,time shit like makes sad bc makes remember society set burnt depressed doesnt bett
1229,tw depression i feeling depressed grandad died im scared tell i pretend im ok im know depressed check
1230,im depressed stardew valley character sleeping entire months away activities app
1231,so sad depressed no knows cause i push emotions down but it is eating up lol 
1232,omg im depressed everytbing want corona depressed th
1233,i apprehend pronounce fact i going bed replying goodnight i depressed 
1234,depressed asf tonight order got cancelled card expired used card expired original release date items are not store anymor
1235,broken depressed i feel i think actual winters my kids both native floridians begging snow i am like it s great i promise you i think i hate cold single thing earth 
1236,yall slam word depression actually clinically depressed anytim
1237,in fact depress
1238,worst is possibly insanely depressed suicidal and checked im sure dont blood clots 
1239,barely man depress
1240,depressed month
1241,im confused depress fr
1242,not mention ppl like relate coz aint sunshine pls women sad too women depressed problems care women cheerful bright smh
1243,gotta love coming shower feeling depressed letting mind wander umpteenth time existential dread fun
1244,ayo who is depressed horny rn
1245,also im depressed okay listen makes happi
1246,i unproductive being i am depressed having handwork staying iddle disastrous i nid money buy shoe makin machine vry important a hardwork i amp many feeds frm life of a jobless graduate quite egregious pls help
1247,thats it im going back to the gym today and gonna stop being so damn depress
1248,depressed can t beat this 
1249,depressed kid
1250,bro i ve depressed like fuck character development stop horny making stupid decisions it is boring like literally u written note 
1251,online school depress
1252,yo we depressed depress
1253,depressed af
1254,woke little depressed usual today
1255,weeks fee depress
1256,senior year easy rlly hard im depressed bc certified nd college credit tim
1257,i feel depress
1258,making plans waking fucking depressed 
1259,false i am depressed 
1260,i tell i dont feel depressed mix both 
1261,can tell people mean i depress
1262,i depressed exhaust
1263,the bitch depressed the bitch me 
1264,depressed bcs nct came end 
1265,grams isnt depressing stay bed day lmao i depressed thats i staying bed hahahaha p
1266,the upper classmen boat about graduate unstable economy changing paths midstream accommodate possible job prospects they isolated depressed its bad around 
1267,im hurt im gone im angry im sad im depressed im im lonely im don
1268,its fucked people think internet people depressed suicidal fuck internet fuck heart love world idgaf bored laughs likes i heart 
1269,maybe im depressed i love good rainy monday
1270,i depressed year lot things happened familys christmas ruined help poor sister drew i smile face buying amazing christmas present i wrote poem
1271,lately feeling depressed sad feel numb lost i do not want talk all i want sleep till gets good
1272,tell u im depressed wanna kms leave home please dont tell talk mom cuz shes dominican tell shut fuck eat rice beans th day row
1273,depressed attack 
1274,looking forward growing look depressed horny amp high 
1275,matter mood im ill try post funny shit try negative depressed twitt
1276,just learned meds hating job getting depressed i want do but mooonnneeyyyyyyyi
1277,honestly will not regret it my dad depressed i got dog going walking got talking people reason up loves bits dogs prescription 
1278,my baby breastfed year ounce formula i pumping times day thank god i producing way milk but beginning heart breaking nothing come i cried depressed heavily 
1279,tome fly depressed wait 
1280,kinda annoying forgive depress
1281,i emailed advisor night really hard having listening voicemail open email making anxious 
1282, im feeling down upset sad anxious think im joking dont care that hurts know triggers me dont care that hurts more 
1283,realisation fact i ll month makes sad bit anxious depressed am 
1284,lets increase anxious self am hahahhah
1285,you right i anxious missed seeing thanksgiving sunday 
1286,anxious presentation voice shaky i speaking fast time i think fuck
1287,i feel way anxious virtu
1288,i could not sleep night bc i anxious finish cleaning house 
1289,yep im dming anxious friends help
1290,hate feeling omg making look bad saw people talking back not pls kind situation makes anxi
1291,just usual good bad i feel happy anxi
1292,wanna gc id probably anxious weird
1293,tw anxiety mention pls dont post did u dm type tweets ppl anxious reason u rlly tweet abt situation u v giving info possible abt dm tweet sr
1294,same thats happens i nap and yeah i totally feel you heart literally racing im anxious we fell deep pit honey pun intended 
1295,bro im feeling anxi
1296,yuck feel anxious today let us hope it is bc charts dropping goes away
1297,anyone anxious theyre anxi
1298, bored anxious come distract meeeee
1299,i plans today ive sleep
1300,feeling weirdly anxious dont know im gonna drop bc miss mark b
1301,i feel calm deep im feeling anxious thing tomorrow
1302,why feeling scared anxious panicked right ohmygod need read soft fic bad
1303,anxious horny 
1304,hour i ve reactivated im alr super anxious bad idea
1305,extremely nervous anxious dog vet today time big lump armpit is ugh
1306,i am anxious potentially mandatory it be i cannot imagine kind chaos that s gonna family in i am scar
1307,it s end semester usually i try stay calm positive right i have feeling absolutely crushed i am incredibly overwhelmed i am stressed anxious i will best stay active reply dms though ily guys 
1308,literally class i super anxious i hate it 
1309,i headspace well i feel fine bad dry cough got anxious af so i die i die 
1310,super exhausting anxious things i hit paus
1311,shits deadass making anxious i hate peopl
1312,i genuinely feel anxious reason pl
1313,to honest anxious thought people like of person i blocked guys following i lose friends knowing which i know is a reach but anxiety brain doesn t know that
1314,i am anxious phone calls dm someone 
1315,pls im anxi
1316,had filled in wanted sure i right i come back oh well being overly anxious bites butt
1317,sadly i m going missing opportunitites i m struggling it anxious interaction years straight fun
1318, what requests demanding says no i feel panic attack coming on 
1319,dont ask im scared bitch im anxi
1320,help its been so long i got anxi
1321,omg imagine anxious person im flying ajajajaj
1322,do i things overly tidy anxious arent tidy i feel keeping things tidy thing i control life i hate mondays 
1323,bitch im so anxious i know im gonna cri
1324,anyone working hours sleep pass night anxious going garbage job today because same 
1325,sooo anxious tiniest things pathet
1326,week doctors appointment anxious abt
1327,heartbreakingly sad i am feeling anxious live newfoundland cases rise near whats6happening parts canada i heard year old died day covid i think virus affect different ways 
1328,omg i feel this i cyst burst ovaries so anxious bc i bed week
1329,idk casual bc outside makes anxi
1330,i manage exhausted anxious week work
1331,bjdhjkoib iam anxious hope forthebest
1332,im honestly going apologize advance days im hardcore anxious observed tomorrow getting feedback wednesday as usual i unresponsive tunnel visioned thats why im purposefully ignoring yall 
1333,this weekend fucked im super anxious trusting lol fuck
1334,damn m anxi
1335,hate anxious peopl
1336,please wish luck uni exam tomorrow morning i am kinda freaking out i am anxi
1337,im anxious 
1338,feeling dumps discouraged today everything kinda sucks absolutely unbearable i feel anxious tense i dont know why 
1339,drop san lucas kun pics feeling anxious rn sr
1340,remember slap
1341,it s making anxi
1342,there so much training job i hope i anxious 
1343,y wondering worth somebody s life im anxious 
1344,i forgot patience i am sooooo anxious rn
1345,my so walked office arm antlers left spare chair i hom
1346,wanna quote tweet kind interaction makes anxi
1347,like count 100 panic attack anxious helps focus instead exam calm collect
1348,exactly mine worsens i cannot create i am anxious toxic 
1349,why i anxious mondays week now 
1350,i am stuck mental cycle i am lonely af miss friends want talk them cripplingly anxious year reaching cause i dont things talk probs decided arent friends anymore anyways my brain stupid
1351,ive awful day today ive anxious day apparent reason i havent eaten
1352,it makes anxious sur
1353,its getting end semester im getting anxi
1354,hope too im anxious bc everytime like bad happens g
1355,helping anxious boards sorry having bad day
1356,anxious hop
1357,i generalized anxiety disorder i eased in i guess depends person end day like smoking helped tremendously social skills anxious thats me it different peopl
1358,double anxious u ll cur
1359,thank im lonely anxious thank
1360,i am anxi
1361,genuinely anxious solid week 
1362,im maths homework crying feel horrible teacher makes anxi
1363,terrible anxious night late bus disaster maths lesson but i ppa create maths gap lesson tomorrow got home early i know i late finishes week i am making cheese mac cheese trying hard create positives i am exhausted 
1364,idea extremely anxious makes clear like me ignore act like idk
1365,feel anxious ugh 
1366,drink diet coke like it will stop sad anxi
1367, i woke feeling anxious ugh i need episode alsnakznsnx
1368,i am shy awkward dumb anxious introvert reason needs hang cuties i like attention jazz cannot properly because i said dumb shy awkward 
1369,dont wanna sleep early weather s getting cold struggle breathing night idk that s actually reason tho anxious bcoz dont wanna d word gasping air lmao
1370,wake check ways ongoing conversations people need attention slack whatsapp multiple emails sms facebook anxious forget breakfast
1371,last week i shared anxiety waiting i worried angry me spent days anxious nothing wrong he mountains getting needed rest 
1372,and begin process changing antidepressant im anxi
1373,my new rule exercise i anxious sing afterwards work
1374,pls results making anxi
1375,i feeling emotionally drained i tried nap im light sleeper phone rang twice happens gives anxiety im tired im anxious pissed im nap person i know smh 
1376,jajdjajwne im so anxi
1377,im anxious exam chest hella tight i feel like i breathe wow i wanna di
1378,id anxious happy hajsjsjdjjssjsj
1379,socially anxious play chess onlin
1380,even wale hours work im srsly anxious sleep
1381,i anxious different tools i reason it i prefer having place typing quicker writing need draw well that s i stopped laptop went pen paper lol
1382,send johnny photos edits johnny im extremely anxious work today
1383,had session morning ended discussing therapist surviving zombie apocalypse still meds i guess im fine i hope i am i feel fine okay im anxious thinking it 
1384,i lab tests yearly physical yesterday they starting trickle time i notice i feel anxious i dont know why i extremely healthy i worry things me i hate looking i look 
1385,unmotivated anxious exhaust
1386,gotta presentation today anxious wish luck
1387,im fucking anxi
1388,anyone feel super anxious today 
1389,literally ppl stopping makes anxious im posting makes happi
1390,yeah i dont think i cheat and way anxious try st
1391,the anxious bit i mean 
1392,haha feeling anxious reason
1393,i am anxious awake not sleep
1394,i m getting anxi
1395,i dont think i shoot shot im built like that im anxious i sit wait come thats ill bitchless forever amen
1396,do yall pick skin youre stressed anxious like normal i need help
1397,yes i rmemeber i was so anxious but then i was like theyre all dumb
1398,shit makes anxious like im fat anemia asthma im speedwalking stop
1399,anxious going work tomorrow bc i talk boss issue i dont want i want i stop anxi
1400,anxious stop fcking stop
1401,feel anxious phones oh god
1402,after severely low anxious interval i am trying again well i am low anxious i do not know appointment freaking the fuck out is i will i get 
1403,nervous excited nerve wrecking anxious patiently waiting 
1404,im anxious omg
1405,i studying i am anxious skskjjdjd
1406,i anxious i hate lol
1407,theyre people unsure tone anxious like me 
1408,im getting little anxious rn pls stfu
1409,ooh bad i am anxious moment cannot think right i am sorry 
1410,you making anxi
1411,i am so anxious help
1412, anxious bundle nerves what day
1413,i anxious 
1414,people believe i think high myslef i do not talk easily much when truth i anxious shy two good friends impression met changed minds got know other 
1415,i do not know everyday feel tired nothing excited anymore if left sad nothing i anxious does not happen one day i am happy af month roller coaster mood 
1416,requirements left finally i break anxious scared past days 
1417,anxious simply distracting daydreaming comfort album refreshing twitter thirty second
1418,all time i start getting anxious hate ill reread messag
1419,today i thought i anxious woke early ready anxiety hit me but instead i want bake parmesan rosemary focaccia rest head xavia tiddies crazy u prepare doesnt exist
1420,hate going class anxious going jsut makes jt wors
1421,i sleep bc im anxi
1422,said got anxi
1423,sigh anxious talking peopl
1424,ty im hella anxious but well see how everything go
1425,yall anxious fucking spasm
1426,im anxious sad pls yall send doyoung winwin jaehyun pics need rn
1427,anxiou
1428,so nervous tonight dont want anxious 
1429,i semi anxious thoughts i recognise theyre having physical effects them so i dont shake point i eat anymore mad 
1430,literally online classes anxious idk
1431,anxious anymore writing college essay homework
1432,please i experiencing immense indescribably anxious tendencies and or feelings clingy esque attitude please i wish referred pogchamp i instead require platonic means trust lack interactio
1433,knowing class makes anxious like anxi
1434,im nervous anxi
1435,its early week anxious bc work
1436,whats making anxious 
1437,woke fucked dream wanted punch fuck man 
1438,i anxious barista judge asking caramel coffee despite fact i barista asked wild shit
1439,ahahahaaaaaaa im anxi
1440,damn heartbreak feel motivation everyday everynight felt anxi
1441,im anxi
1442,i am anxious math trying help kids constantly second guessing myself 
1443,anxious forget im anxious remember sudden way anxi
1444,bitch im anxi
1445,im tired day im buck stars feel anxious working boss again im going set successful day work days day off got
1446,functioned hours sleep today i highly anxious truli
1447,im tired overwhelmed anxi
1448,i getting random moments i hella anxious mom
1449,we got food headed schoo when got schoo everybody starin whispering shit i got anxious pulled von whispered m von ion like v like m starin shit v lets sum stare them 
1450, i am anxious today ahhh new episode dont know when or time hnnghhh i thinking today ahhhhhh the anxiety killing me 
1451,tried apply job field started having panic attack halfway through i dont know ill able it 
1452,i am absolutely dreading having school today
1453,hes mins away im literally anxious im ascend
1454,been hella anxious sitting news reading info simmered clean out 
1455,i need way high i am anxious i do not want to specifically cases slipping house light blunt is not realistic 
1456,omg i m anxi
1457,she kept moving i getting anxious i miss pretty perfect but finally stood still and far tree standing 
1458,im anxious deal live like anymor
1459,my life goal stop anxious everything as sit having fear work having mild panic attack im going die work
1460,i am quiet socially anxious school shit i stg i did not panic attack i do not know looks i rule damn place lkjsdhgkd i am chill know tbh people clue class
1461,making anxious send help wash im afraid touch
1462,man i anxious going work today the monday holiday clusterfuck 
1463,i think girlfriend fake orgasm girls that ask like s you need ask maybe maybe shes uncomfortable anxious dont wanna long
1464,i overwhelmed incredibly anxious haha
1465,exactly autocorrect switched np i am overly anxious and i send it 
1466,want feel anxious bubbl
1467,hate anxious tjm
1468,like good way yanno time feel anxious thats probably im calm happy like week im working hours thats ive asking shit life good
1469,feeling anxious waiting trying assignments m great m great
1470,feel like i m forgetting smth it is making incredibly anxi
1471,i do not know exactly i have done thank you my social anxious ass happy society going ignor
